name,total_docks,trips_per_dock,ebs_station,transit_nearby,nearest_transit_stop_dist_m,jobs_nearby,housing_nearby,low_income_access_score,amenities_nearby,park_area_nearby,nearest_park_dist_m,bike_infra_score,retail_nearby,entertainment_nearby,tourism_nearby,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_stations_dist_3_nearest_m,is_ut,nearest_dining_hall_dist_m,nearest_dorm_dist_m,nearest_dorm_pop,dorm_pop_within_500m,lat,lon
e_5th_broadway,15,239.53333333333333,0,-0.5374980526915426,0.10410756651761133,-0.4892334702910133,1.5401627281343095,2.0,-0.6188723261860319,-0.39593628305513434,-0.14876670798004626,3.0,-0.7054018037257974,-0.7742226361064031,-0.643016524421848,1.66357552990606,-1.2758018642189937,-1.3885712373878456,1.900672719021728,0,1.4133879894804782,1.3332727427078561,0.6496326043043592,-0.3092243265979277,30.2563,-97.71007
e_11th_san_marcos,11,239.1818181818182,0,-0.09267207805026602,-0.5628965758923125,-0.5203332411063243,-0.5530842280661995,2.0,0.6689544797502195,-0.39593628305513434,0.21425938352909976,2.0,-0.536667817452517,-0.6195928724457622,3.1108096722029943,-0.5408400927127409,-0.7016910253204465,0.12623374885344063,-0.011495448189556542,0,-0.509754522839766,-0.5381989177437362,0.6496326043043592,-0.3092243265979277,30.26968,-97.73074
south_congress_james,7,222.28571428571428,0,-0.5374980526915426,-0.39660199226509285,-0.40871961918026367,-0.5530842280661995,1.0,-0.3613069649987816,-0.39593628305513434,0.87366727962981,3.0,0.13826812764060473,-0.07838869963351934,-0.643016524421848,-1.1281253319938982,-0.12758018642189942,-0.7393691004272943,-0.6682172387150628,0,1.2686775989377486,1.3662251317810514,-1.3450301993417235,-0.3092243265979277,30.25103,-97.74926
barton_springs_azie_morton,15,221.86666666666667,1,-1.4271500019740957,2.867650405540005,-0.6017109747397215,-0.5530842280661995,1.0,0.15382375737571893,2.178660007945826,-1.3889626484108473,2.0,-0.8741357899990779,-0.7742226361064031,-0.643016524421848,0.13894046073217178,-0.12758018642189942,-0.9557698127474781,-0.2375447270744732,0,1.375312294267919,1.3046144326640297,0.8568702981896665,-0.3092243265979277,30.261881964956064,-97.76897665654796
south_congress_bouldin_creek,15,220.8,0,0.35215389659101054,-0.6146034556499197,-0.2993520918130866,-0.5530842280661995,1.0,-0.8764376873732822,-0.39593628305513434,-0.1035227017527599,3.0,-0.36793383117923656,-0.5422779906154418,-0.643016524421848,0.038781946358961504,0.4465306524766477,-0.09016696346674309,-0.3729836623681032,0,0.8851907986117015,0.9785803787352122,-1.3450301993417235,-0.3092243265979277,30.25495,-97.74755
e_6th_chalmers,11,219.1818181818182,0,1.2418058458735637,0.517178346050134,-0.30142540986744065,-0.5530842280661995,3.0,-0.3613069649987816,-0.39593628305513434,1.4004578779521422,2.0,1.6568740041001286,1.62253870063353,-0.643016524421848,-0.07207910566288675,0.4465306524766477,-0.30656767578692684,-0.5151976441188613,0,0.28361471939639005,0.23211433957310576,0.6496326043043592,-0.3092243265979277,30.26269,-97.72438
e_8th_lavaca,7,215.57142857142856,0,3.02110974443867,-0.84399796033727,1.2855267842360683,-0.5530842280661995,1.0,-0.8764376873732822,-0.39593628305513434,0.2565229240642622,2.0,-0.4241784932703301,-0.387648226954801,1.8595342733280469,-0.7480784666038818,1.0206414913751949,2.290240872055278,-0.8299517123262727,0,-0.5355387921706012,-0.45348779682491275,0.8568702981896665,-0.3092243265979277,30.27059,-97.74441
south_congress_academy,11,189.72727272727272,0,-0.5374980526915426,-0.749275046431032,-0.24164473930023173,-0.5530842280661995,1.0,0.15382375737571893,-0.39593628305513434,0.5438559274103695,3.0,-0.19919984490595613,-0.3103333451244806,-0.643016524421848,-1.1281253319938982,0.4465306524766477,-0.30656767578692684,-0.6669692997525797,0,1.143772825807676,1.2395138967438757,-1.3450301993417235,-0.3092243265979277,30.25226,-97.74854
e_8th_red_river,11,186.9090909090909,0,-0.09267207805026602,0.1618030961906476,0.08265675970165029,0.02339822243821874,1.0,-0.10374160381153133,-0.39593628305513434,1.166961214360165,2.0,0.9819380590070069,1.3132791733122482,0.6082588744530996,-0.7883267744453185,1.0206414913751949,1.6410387350947269,-0.7802494976687426,0,-0.4963256602078532,-0.44454060205803525,-1.3450301993417235,-0.3092243265979277,30.26854,-97.73646
south_congress_elizabeth,11,178.63636363636363,0,-0.5374980526915426,-0.6808437662998486,-0.3850492380597214,-0.5530842280661995,1.0,-1.3915684097477827,-0.39593628305513434,1.457113577144768,3.0,0.19451278973169822,-0.0010738178031989253,-0.643016524421848,-0.4101088284827569,-0.12758018642189942,-0.9557698127474781,-0.2931331586537094,0,1.4762313699283922,1.5760102803479263,-1.3450301993417235,-0.3092243265979277,30.24891,-97.75019
