id,name,district,total_docks,trips_per_dock,ebs_station,is_ut,lat,lon,transit_nearby,nearest_transit_stop_dist_m,avg_dist_3_nearest_transit_stops_m,jobs_nearby_275m,housing_nearby_275m,housing_nearby_1000m,job_housing_ratio_275m,low_income_access_score,amenities_nearby,avg_dist_3_nearest_amenities_m,park_area_nearby,nearest_park_dist_m,bike_infra_score,retail_nearby,avg_dist_3_nearest_retail_m,entertainment_nearby,avg_dist_3_nearest_entertainment_m,tourism_nearby,avg_dist_3_nearest_tourism_m,nearest_station_dist_m,stations_within_500m,stations_within_1000m,avg_stations_dist_3_nearest_m,nearest_dining_hall_dist_m,nearest_dorm_dist_m,nearest_dorm_pop,dorm_pop_within_500m,dist_to_west_campus_center_m,in_ut_shape,dist_to_ut_shape_m,ut_shape_area_within_275m,ut_shape_share_of_275m_buffer,ut_shape_touches_275m_buffer,ut_shape_area_within_500m,ut_shape_share_of_500m_buffer,ut_shape_touches_500m_buffer,ut_shape_area_within_1000m,ut_shape_share_of_1000m_buffer,ut_shape_touches_1000m_buffer,in_west_campus_shape,dist_to_west_campus_shape_m,west_campus_shape_area_within_275m,west_campus_shape_share_of_275m_buffer,west_campus_shape_touches_275m_buffer,west_campus_shape_area_within_500m,west_campus_shape_share_of_500m_buffer,west_campus_shape_touches_500m_buffer,west_campus_shape_area_within_1000m,west_campus_shape_share_of_1000m_buffer,west_campus_shape_touches_1000m_buffer,in_north_campus_shape,dist_to_north_campus_shape_m,north_campus_shape_area_within_275m,north_campus_shape_share_of_275m_buffer,north_campus_shape_touches_275m_buffer,north_campus_shape_area_within_500m,north_campus_shape_share_of_500m_buffer,north_campus_shape_touches_500m_buffer,north_campus_shape_area_within_1000m,north_campus_shape_share_of_1000m_buffer,north_campus_shape_touches_1000m_buffer,ut_x_dorm_pop_500m,ut_x_dining_dist,ut_x_transit,ut_x_housing_275m,ut_x_in_ut_shape,ut_x_in_west_campus_shape,ut_x_in_north_campus_shape,ut_x_ut_shape_share_275m,ut_x_west_campus_share_275m,ut_x_north_campus_share_275m,ut_x_students_500m,ut_x_grad_share_500m,demo_age_area_weighted_1000m,demo_age_area_weighted_275m,demo_age_area_weighted_500m,demo_age_max_1000m,demo_age_max_275m,demo_age_max_500m,demo_age_min_1000m,demo_age_min_275m,demo_age_min_500m,demo_age_range_1000m,demo_age_range_275m,demo_age_range_500m,demo_area_covered_1000m2,demo_area_covered_275m2,demo_area_covered_500m2,demo_coverage_share_of_1000m_buffer,demo_coverage_share_of_275m_buffer,demo_coverage_share_of_500m_buffer,demo_income_area_weighted_1000m,demo_income_area_weighted_275m,demo_income_area_weighted_500m,demo_income_max_1000m,demo_income_max_275m,demo_income_max_500m,demo_income_min_1000m,demo_income_min_275m,demo_income_min_500m,demo_income_per_student_500m,demo_income_range_1000m,demo_income_range_275m,demo_income_range_500m,demo_polygons_intersecting_1000m,demo_polygons_intersecting_275m,demo_polygons_intersecting_500m,grad_density_sqkm_1000m,grad_density_sqkm_275m,grad_density_sqkm_500m,grad_est_1000m,grad_est_275m,grad_est_500m,grad_share_students_1000m,grad_share_students_275m,grad_share_students_500m,grad_to_undergrad_ratio_500m,student_density_sqkm_1000m,student_density_sqkm_275m,student_density_sqkm_500m,student_to_housing_ratio_275m,student_to_jobs_ratio_275m,students_est_1000m,students_est_275m,students_est_500m,undergrad_density_sqkm_1000m,undergrad_density_sqkm_275m,undergrad_density_sqkm_500m,undergrad_est_1000m,undergrad_est_275m,undergrad_est_500m,undergrad_share_students_1000m,undergrad_share_students_275m,undergrad_share_students_500m,ut_x_grad_share_500m,ut_x_students_500m
49,e_5th_broadway,3,15,239.53333333333333,0,0,30.2563,-97.71007,2,130.75,216.89,692.0,1122.0,3242,0.6167557932263814,2.0,3,159.22,0.0,461.88,3.0,5,115.07,0,402.17,1,463.19,537.61,0.0,2.0,832.3,3921.78,3606.38,900.0,0.0,5069.74,0,2851.99,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3972.96,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3781.47,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.0009,35.1159,35.2048,43.3,35.9,43.3,26.8,35.0,31.9,16.5,0.9,11.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,102836.534,70600.1186,77417.257,158594.0,82009.0,158286.0,48519.0,68913.0,68913.0,1236.3952101163773,110075.0,13096.0,89373.0,12,2,4,76.1604,59.7799,59.2405,238.8807,14.1799,46.4526,0.5791,0.8024,0.7419,2.874079665400368,131.5124,74.5055,79.8524,0.015751158645276292,0.02553872832369942,412.495,17.6728,62.6153,55.352,14.7255,20.612,173.6143,3.4929,16.1626,0.4209,0.1976,0.2581,0.0,0.0
45,e_11th_san_marcos,1,11,239.1818181818182,0,0,30.26968,-97.73074,5,52.16,73.17,526.0,0.0,3865,526.0,2.0,8,107.46,4550.51,145.76,2.0,8,87.76,2,189.78,3,166.63,234.34,2.0,13.0,429.26,1588.11,1358.41,900.0,0.0,2636.31,0,578.18,0.0,0.0,0,0.0,0.0,0,167550.87,0.0534,1,0,1542.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1984.67,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.3635,32.5869,35.3502,50.0,45.2,45.2,23.7,27.7,27.7,26.3,17.5,17.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,106569.4123,110816.0038,108774.6436,161995.0,114115.0,114115.0,59138.0,103147.0,80250.0,337.20269676240946,102857.0,10968.0,33865.0,9,4,6,71.5063,159.3188,119.3766,224.283,37.7907,93.6077,0.3074,0.3004,0.2902,0.4088177709297699,232.6442,530.2798,411.3813,0.0,0.2391313688212928,729.6999,125.7831,322.5794,161.1379,370.961,292.0047,505.4169,87.9925,228.9717,0.6926,0.6996,0.7098,0.0,0.0
73,south_congress_james,9,7,222.28571428571428,0,0,30.25103,-97.74926,3,71.67,163.37,1168.0,0.0,4493,1168.0,1.0,5,102.78,4886.21,235.19,3.0,20,25.29,10,35.65,0,920.44,152.92,3.0,7.0,289.64,3740.3,3641.11,130.0,0.0,4156.34,0,3030.38,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3455.63,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4429.55,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.6024,35.3621,35.4371,46.5,38.0,38.0,33.3,33.3,33.3,13.2,4.7,4.7,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,139299.5402,136253.8682,138385.5978,178274.0,166071.0,178274.0,123516.0,124453.0,124453.0,2361.734516143896,54758.0,41618.0,53821.0,10,4,5,28.1618,50.4829,48.0606,88.3309,11.9746,37.6861,0.4777,0.6659,0.6432,1.8024037725742272,58.9551,75.8129,74.7253,0.0,0.015396318493150686,184.9155,17.9829,58.5949,30.7933,25.3301,26.6647,96.5846,6.0083,20.9088,0.5223,0.3341,0.3568,0.0,0.0
39,barton_springs_azie_morton,9,15,221.86666666666667,1,0,30.261881964956064,-97.76897665654796,0,456.0,486.84,40.0,0.0,5855,40.0,1.0,9,92.62,124269.98,0.0,2.0,2,235.88,0,542.81,1,403.61,328.15,3.0,4.0,380.55,3879.48,3574.69,980.0,0.0,3601.62,0,3422.87,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2911.34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4266.69,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.0658,37.4993,37.1361,41.0,38.4,41.0,26.9,34.4,34.4,14.1,4.0,6.6,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,135415.7374,146236.9776,144708.9741,250001.0,213393.0,213393.0,53042.0,62031.0,62031.0,2577.130570673467,196959.0,151362.0,151362.0,11,3,5,54.4145,25.9797,25.4878,170.6737,6.1624,19.9859,0.3692,0.3734,0.3559,0.5526264126109834,147.3989,69.5812,71.6089,0.0,0.41262,462.3237,16.5048,56.1512,92.9844,43.6016,46.1211,291.6501,10.3424,36.1653,0.6308,0.6266,0.6441,0.0,0.0
69,south_congress_bouldin_creek,9,15,220.8,0,0,30.25495,-97.74755,5,45.88,99.2,1790.0,0.0,3984,1790.0,1.0,2,227.86,0.0,369.95,3.0,14,94.84,5,189.26,0,744.32,312.99,4.0,9.0,351.64,3276.07,3176.54,130.0,0.0,3718.43,0,2566.16,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2993.6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3967.01,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,37.3647,34.5638,34.7821,50.0,35.8,38.0,31.6,33.3,33.3,18.4,2.5,4.7,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,142371.8656,143408.8939,136535.2641,220134.0,166071.0,166071.0,123516.0,123889.0,123889.0,3268.7242124768372,96618.0,42182.0,42182.0,12,3,5,28.0634,53.4475,40.1693,88.0222,12.6778,31.4982,0.5832,0.7534,0.7541,3.0664135514018693,48.1187,70.9434,53.269,0.0,0.009401061452513966,150.9267,16.8279,41.7702,20.0554,17.4959,13.0997,62.9046,4.1501,10.272,0.4168,0.2466,0.2459,0.0,0.0
26,e_6th_chalmers,3,11,219.1818181818182,0,0,30.26269,-97.72438,6,179.53,188.55,1815.0,0.0,4953,1815.0,3.0,6,154.41,0.0,346.38,2.0,50,27.02,32,27.02,0,740.9,299.05,4.0,8.0,322.09,2549.51,2282.31,900.0,0.0,3623.48,0,1520.59,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2528.31,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2728.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.1917,32.8779,32.8583,43.5,35.9,36.7,27.7,27.7,27.7,15.8,8.2,9.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,101513.5077,90328.2877,93541.2755,158286.0,134821.0,134821.0,68913.0,68913.0,68913.0,225.52103231001607,89373.0,65908.0,65908.0,11,5,6,186.1518,134.573,211.6744,583.8742,31.9209,165.9817,0.48,0.3292,0.4002,0.6671378679861911,387.7818,408.7618,528.9617,0.0,0.05342088154269972,1216.2964,96.9589,414.7785,201.63,274.1888,317.2873,632.4222,65.038,248.7967,0.52,0.6708,0.5998,0.0,0.0
32,e_8th_lavaca,9,7,215.57142857142856,0,0,30.27059,-97.74441,11,18.93,26.75,10971.0,0.0,5374,10971.0,1.0,5,162.87,6533.64,177.59,2.0,21,153.1,14,159.27,2,281.23,205.02,5.0,21.0,256.01,1557.54,1459.85,980.0,0.0,2007.14,0,944.76,0.0,0.0,0,0.0,0.0,0,3181.77,0.001,1,0,1245.66,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2220.36,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.4312,37.1308,39.0727,55.6,45.2,50.0,31.6,31.6,31.6,24.0,13.6,18.4,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,134150.0349,134150.6765,142275.0926,220134.0,220134.0,220134.0,37564.0,114115.0,98706.0,1645.7157930777612,182570.0,106019.0,121428.0,15,4,6,89.4892,20.2151,74.7916,280.6873,4.7951,58.6468,0.6757,0.4833,0.6784,2.1092253523659497,132.4419,41.8302,110.2508,0.0,0.0009044025157232704,415.4104,9.9222,86.4518,42.9526,21.615,35.4593,134.7231,5.1271,27.8049,0.3243,0.5167,0.3216,0.0,0.0
70,south_congress_academy,9,11,189.72727272727272,0,0,30.25226,-97.74854,2,30.09,156.78,2897.0,0.0,4493,2897.0,1.0,6,75.43,4129.33,171.62,3.0,16,98.43,6,146.92,0,864.0,152.92,3.0,9.0,289.9,3589.04,3489.2,130.0,0.0,4017.82,0,2877.89,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3306.08,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4279.69,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.7905,34.7092,34.9672,46.5,38.0,38.0,33.3,33.3,33.3,13.2,4.7,4.7,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,140104.8048,142592.4685,141893.2662,178274.0,166071.0,166071.0,123516.0,124453.0,123889.0,2352.322447592444,54758.0,41618.0,42182.0,10,4,5,27.314,59.7509,53.6874,85.6716,14.173,42.0982,0.4937,0.7311,0.6979,2.310269890573037,55.3229,81.7246,76.9259,0.0,0.006691473938557129,173.523,19.3852,60.3205,28.0089,21.9736,23.2386,87.8514,5.2122,18.2222,0.5063,0.2689,0.3021,0.0,0.0
33,e_8th_red_river,9,11,186.9090909090909,0,0,30.26854,-97.73646,3,137.43,181.13,5207.0,309.0,2680,16.851132686084142,1.0,7,109.24,5126.39,87.67,2.0,54,21.61,43,21.61,2,278.11,199.45,4.0,17.0,266.51,1603.28,1470.31,130.0,0.0,2453.93,0,798.24,0.0,0.0,0,0.0,0.0,0,100157.55,0.0319,1,0,1432.51,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2276.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.6395,45.0882,43.222,50.0,50.0,50.0,27.7,27.7,27.7,22.3,22.3,22.3,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,121557.8634,115381.8798,119955.0198,220134.0,161995.0,161995.0,80250.0,110069.0,80250.0,719.6604556678914,139884.0,51926.0,81745.0,13,3,6,54.4682,3.9765,40.1807,170.8421,0.9432,31.5072,0.3112,0.0317,0.189,0.23308348548110755,175.0487,125.3658,212.5684,0.09623592233009708,0.005710946802381409,549.0487,29.7369,166.6828,120.5805,121.3893,172.3877,378.2067,28.7937,135.1756,0.6888,0.9683,0.811,0.0,0.0
72,south_congress_elizabeth,9,11,178.63636363636363,0,0,30.24891,-97.75019,2,38.22,148.71,1513.0,0.0,3415,1513.0,1.0,1,311.43,0.0,348.74,3.0,28,41.36,12,51.14,0,1030.08,251.43,3.0,5.0,368.38,3991.55,3892.53,130.0,0.0,4395.48,0,3281.68,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3705.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4680.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.6328,36.6805,36.2238,46.5,38.0,38.0,30.5,33.3,33.3,16.0,4.7,4.7,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,136679.1498,127156.3138,132680.8603,178274.0,166071.0,178274.0,63095.0,124453.0,124453.0,2338.1823745755155,115179.0,41618.0,53821.0,10,4,5,29.0119,33.8465,38.5752,90.9971,8.0284,30.2483,0.4707,0.4835,0.5331,1.1415745178699475,61.6392,70.0079,72.3665,0.0,0.010975545274289492,193.3344,16.606,56.7453,32.6274,36.1614,33.7913,102.3373,8.5775,26.497,0.5293,0.5165,0.4669,0.0,0.0
53,e_6th_chicon,3,11,171.63636363636363,0,0,30.259718,-97.723198,4,36.64,83.71,735.0,0.0,4684,735.0,2.0,10,50.06,19096.83,8.68,2.0,12,164.26,11,212.87,0,772.98,53.89,3.0,7.0,297.3,2894.26,2630.2,900.0,0.0,3954.94,0,1865.72,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2863.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3067.61,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.0513,35.5864,36.0422,43.5,35.9,43.5,27.7,35.0,27.7,15.8,0.9,15.8,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,100431.2438,79291.2741,88774.9172,158286.0,82009.0,134821.0,68913.0,68913.0,68913.0,473.8468188315521,89373.0,13096.0,65908.0,13,3,7,163.6499,64.0295,122.2543,513.2959,15.1879,95.8642,0.4954,0.5085,0.5117,1.047865665703305,330.3427,125.92,238.9242,0.0,0.04063727891156463,1036.1359,29.8684,187.3494,166.6928,61.8905,116.6699,522.84,14.6805,91.4852,0.5046,0.4915,0.4883,0.0,0.0
47,e_2nd_pedernales,3,11,162.0909090909091,0,0,30.25542,-97.71665,2,111.9,209.18,197.0,966.0,3415,0.2039337474120083,3.0,3,192.84,0.0,337.27,2.0,11,125.58,6,175.34,1,322.05,431.84,1.0,4.0,620.75,3620.78,3333.41,900.0,0.0,4717.0,0,2595.73,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3619.74,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3654.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.0735,37.7558,37.7887,43.5,43.3,43.3,26.8,35.9,35.0,16.7,7.4,8.3,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,92523.8571,91661.6711,90414.9765,158286.0,120500.0,120500.0,48519.0,82009.0,68913.0,869.2544157347445,109767.0,38491.0,51587.0,13,2,4,110.6168,90.32,71.7624,346.9548,21.424,56.2716,0.5811,0.5133,0.541,1.178640548941411,190.3422,175.9595,132.6482,0.04320683229813665,0.21186700507614215,597.0176,41.7378,104.0144,79.7254,85.6395,60.8858,250.0627,20.3138,47.7428,0.4189,0.4867,0.459,0.0,0.0
6,e_13th_trinity_waterloo_greenway,9,11,154.0909090909091,0,0,30.2741,-97.73666,3,161.21,165.82,1016.0,0.0,1697,1016.0,1.0,2,281.42,43034.58,5.24,3.0,3,66.36,1,266.39,0,477.27,153.45,4.0,14.0,296.83,986.8,855.77,130.0,0.0,1906.43,0,215.0,12550.56,0.0529,1,120478.81,0.1536,1,546295.7,0.1742,1,0,837.14,0.0,0.0,0,0.0,0.0,0,21564.84,0.0069,1,0,1702.83,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,39.4379,44.526,44.4887,50.0,45.2,45.2,19.4,44.4,36.7,30.6,0.8,8.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,101896.3015,101131.9648,102945.3364,220134.0,114115.0,130194.0,10625.0,98706.0,98706.0,898.753094050762,209509.0,15409.0,31488.0,13,2,5,63.955,75.1527,64.1675,200.5981,17.8263,50.3161,0.0895,0.4905,0.4393,0.7834189420844733,714.7104,153.2165,146.0745,0.0,0.035770866141732284,2241.7239,36.3432,114.5424,650.7554,78.0638,81.907,2041.1259,18.5169,64.2263,0.9105,0.5095,0.5607,0.0,0.0
30,w_6th_west,9,15,152.4,0,0,30.27041,-97.75046,5,10.81,111.07,4888.0,1500.0,7206,3.2586666666666666,1.0,6,146.39,16300.6,73.89,2.0,39,15.27,36,15.27,0,617.75,273.99,4.0,15.0,294.57,1915.73,1692.45,980.0,0.0,2025.08,0,1442.48,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1437.33,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2490.34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0125,41.456,40.1809,55.6,55.6,55.6,31.6,37.1,31.6,24.0,18.5,24.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,139768.9979,154149.3789,148222.1237,220134.0,195117.0,220134.0,37564.0,120469.0,37564.0,842.1477112284942,182570.0,74648.0,182570.0,15,4,8,112.6862,301.7232,217.3525,353.4459,71.5692,170.4342,0.8699,0.9754,0.9683,30.594754698691364,129.5327,309.3207,224.4568,0.048914200000000005,0.015010495090016368,406.2856,73.3713,176.0049,16.8465,7.5975,7.1043,52.8398,1.8021,5.5707,0.1301,0.0246,0.0317,0.0,0.0
1,e_10th_red_river,9,15,149.26666666666668,0,0,30.27024,-97.73578,2,99.85,167.52,3019.0,309.0,3495,9.770226537216828,1.0,4,112.33,11984.83,15.12,2.0,17,63.15,14,73.1,1,316.0,199.45,6.0,15.0,279.35,1418.02,1281.4,130.0,0.0,2316.64,0,598.91,0.0,0.0,0,0.0,0.0,0,205883.54,0.0656,1,0,1268.53,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2077.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.812,44.8534,42.3778,50.0,45.2,50.0,27.7,27.7,27.7,22.3,17.5,22.3,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,115954.917,113672.8738,111142.1146,220134.0,114115.0,161995.0,80250.0,98706.0,80250.0,621.7438065951475,139884.0,15409.0,81745.0,10,4,7,58.5682,7.4296,55.1022,183.7021,1.7623,43.2077,0.3192,0.0561,0.2417,0.3187560401620055,183.4938,132.5047,227.9687,0.10171618122977345,0.0104108314011262,575.5372,31.4303,178.7587,124.9256,125.0751,172.8664,391.8351,29.668,135.551,0.6808,0.9439,0.7583,0.0,0.0
48,e_4th_chicon,3,19,141.73684210526315,0,0,30.25987,-97.72373,4,41.89,85.27,1351.0,0.0,4314,1351.0,2.0,10,79.45,16667.15,40.24,2.0,12,166.81,10,209.08,0,792.87,53.89,3.0,7.0,270.16,2856.32,2595.64,900.0,0.0,3911.22,0,1828.41,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2820.88,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3045.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.0198,35.574,36.0051,43.5,35.9,43.5,27.7,35.0,27.7,15.8,0.9,15.8,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,100515.6697,79616.8316,88893.3487,158286.0,82009.0,134821.0,68913.0,68913.0,68913.0,503.7041097737809,89373.0,13096.0,65908.0,13,3,7,159.6799,57.4392,110.2098,500.8438,13.6247,86.4196,0.487,0.5024,0.4897,0.9595812555449329,327.877,114.3201,225.0618,0.0,0.020071724648408586,1028.402,27.1169,176.4793,168.1971,56.8808,114.852,527.5582,13.4922,90.0597,0.513,0.4976,0.5103,0.0,0.0
3,e_11th_salina,1,11,121.0909090909091,0,0,30.26638,-97.7214,5,84.51,133.92,308.0,0.0,4296,308.0,2.0,3,144.35,2615.19,103.3,2.0,2,240.05,1,308.64,0,641.8,393.89,2.0,7.0,543.23,2365.16,2058.64,900.0,0.0,3509.15,0,1367.21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2413.43,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2365.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,33.9899,32.1451,32.7499,38.7,36.7,36.7,27.7,27.7,27.7,11.0,9.0,9.0,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,104682.339,109771.4177,109945.0213,158286.0,134821.0,134821.0,67875.0,90777.0,68913.0,202.409176482284,90411.0,44044.0,65908.0,11,4,6,215.9968,259.7179,340.3819,677.4846,61.6055,266.9061,0.5243,0.4119,0.4914,0.9660853516358104,411.9973,630.5481,692.7131,0.0,0.48560681818181817,1292.2495,149.5669,543.182,196.0004,370.8301,352.3311,614.7649,87.9615,276.2759,0.4757,0.5881,0.5086,0.0,0.0
61,one_texas_center,9,15,113.53333333333332,0,0,30.257653,-97.74898,9,117.71,129.45,257.0,0.0,4549,257.0,1.0,3,235.15,14549.49,159.06,3.0,9,161.49,2,213.67,0,567.35,204.84,4.0,11.0,280.01,3043.43,2953.26,130.0,0.0,3421.81,0,2357.62,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2745.06,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3719.48,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.7664,35.6766,35.3773,50.0,35.8,35.8,31.5,33.3,33.3,18.5,2.5,2.5,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,145306.1699,125702.5622,128237.6898,220134.0,166071.0,178274.0,123889.0,123889.0,123889.0,4957.559595006785,96245.0,42182.0,54385.0,15,3,4,36.256,23.5924,25.4206,113.7186,5.5962,19.9332,0.6976,0.7825,0.7706,3.359207266721717,51.9716,30.1519,32.9879,0.0,0.027829182879377433,163.0114,7.1521,25.8671,15.7156,6.5595,7.5674,49.2928,1.5559,5.9339,0.3024,0.2175,0.2294,0.0,0.0
67,rosewood_angelina,1,11,104.8181818181818,0,0,30.26888,-97.72431,3,18.2,100.17,141.0,639.0,4813,0.22065727699530516,2.0,13,96.0,42788.39,15.62,2.0,10,30.32,5,30.32,1,340.85,393.89,2.0,6.0,471.93,1974.26,1673.46,900.0,0.0,3115.27,0,973.51,0.0,0.0,0,0.0,0.0,0,840.65,0.0003,1,0,2019.85,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2046.54,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.6747,35.1808,33.854,45.2,36.7,37.8,27.7,27.7,27.7,17.5,9.0,10.1,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,102747.7442,111261.7672,110639.7848,134821.0,111504.0,111504.0,67875.0,110069.0,90777.0,392.4729918887338,66946.0,1435.0,20727.0,12,2,4,179.0689,83.223,119.9917,561.6583,19.7406,94.09,0.4726,0.3772,0.3338,0.5009738347792659,378.8956,220.6327,359.5088,0.08190046948356808,0.3711659574468085,1188.4244,52.3344,281.9042,199.8267,137.4097,239.5171,626.7661,32.5938,187.8142,0.5274,0.6228,0.6662,0.0,0.0
4,e_11th_san_jacinto,9,11,100.54545454545456,0,0,30.27193,-97.73854,3,38.41,117.6,15006.0,309.0,3309,48.56310679611651,3.0,4,112.44,6833.84,193.84,3.0,3,162.16,1,298.22,1,301.78,179.04,7.0,15.0,250.96,1238.32,1120.88,130.0,0.0,2028.69,0,498.1,0.0,0.0,0,44.03,0.0001,1,252409.64,0.0805,1,0,1026.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1955.56,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,41.5891,44.9162,44.0486,50.0,45.2,45.2,19.4,37.1,37.1,30.6,8.1,8.1,3136548.4905,237201.4796,784137.1226,1.0,1.0,1.0,118773.5521,109247.6102,109744.3638,220134.0,130194.0,130194.0,10625.0,98706.0,98706.0,1122.3290397994738,209509.0,31488.0,31488.0,13,3,3,62.4424,28.5666,36.9302,195.8537,6.776,28.9583,0.3003,0.2215,0.2961,0.42075630154421984,207.9456,128.994,124.7011,0.09902135922330096,0.0020390243902439023,652.2314,30.5976,97.7827,145.5032,100.4274,87.7709,456.3777,23.8215,68.8244,0.6997,0.7785,0.7039,0.0,0.0
