name,lat,lon,type
hancock_and_frances_place,30.329875,-97.753562,bus
3308_hancock_and_balcones,30.332741,-97.759601,bus
balcones_and_parkcrest,30.336139,-97.75796,bus
6101_balcones_and_northland,30.34337,-97.75318,bus
6805_wood_hollow_and_north_hills,30.350884,-97.754614,bus
wood_hollow_and_far_west_ne_corner,30.35377,-97.75282,bus
7131_wood_hollow_and_far_west,30.355387,-97.75181,bus
3536_greystone_and_wood_hollow,30.35839,-97.75136,bus
3614_greystone_and_hart,30.35882,-97.75363,bus
7503_mesa_and_greystone,30.36499,-97.76295,bus
mesa_and_myrick,30.36829,-97.75911,bus
8045_mesa_and_spicewood_springs,30.37133,-97.757205,bus
4039_steck_and_mesa,30.37404,-97.75497,bus
3933_steck_and_spicewood,30.373071,-97.752995,bus
3813_steck_and_greenslope,30.37266,-97.74893,bus
steck_and_forest_mesa,30.37077,-97.746856,bus
3605_steck_and_forest_mesa,30.36958,-97.74562,bus
3519_steck_and_mopac,30.36875,-97.74387,bus
3305_steck_and_mopac,30.366743,-97.739675,bus
rockwood_and_steck,30.36436,-97.73534,bus
7920_rockwood_and_ashdale,30.360677,-97.737737,bus
7921_rockwood_and_anderson,30.361328,-97.737137,bus
steck_and_sandalwood,30.364974,-97.735546,bus
3400_steck_and_shoal_creek,30.366965,-97.739674,bus
steck_and_mopac,30.368976,-97.743943,bus
steck_and_summerside,30.37058,-97.7466,bus
3822_steck_and_greenslope,30.37292,-97.74917,bus
3924_steck_and_spicewood,30.373226,-97.752979,bus
8140_mesa_and_steck,30.37377,-97.756008,bus
8038_mesa_and_spicewood_springs,30.371,-97.75759,bus
3807_greystone_and_chimney_corners,30.36082,-97.75738,bus
3615_greystone_and_hart,30.35865,-97.75363,bus
7400_wood_hollow_and_greystone,30.35775,-97.75079,bus
7200_wood_hollow_and_greystone,30.35517,-97.75214,bus
wood_hollow_and_far_west_nw_corner,30.3536,-97.75311,bus
6714_wood_hollow_and_far_west,30.35077,-97.75486,bus
north_hills_and_valleyside_se_corner,30.34881,-97.75377,bus
5758_balcones_and_hart,30.339599,-97.755793,bus
3313_hancock_and_balcones,30.332659,-97.7597,bus
hancock_and_valley_oak,30.331464,-97.75715,bus
hancock_and_west_frances_place,30.329566,-97.753292,bus
2825_hancock_and_fresco,30.32806,-97.75024,bus
